term,zh_cn
QuestLoc_Sabotage_Conversation_2_NPCEnd_1,呃，别急着下结论……我们周一可是放假的。
QuestLoc_Sabotage_Conversation_2_NPCEnd_2,对啊，就好像……等等，你说什么？
QuestLoc_Sabotage_Conversation_2_NPCEnd_3,呃，这些可是他给我们的。只过期了一个月而已。
QuestLoc_Sabotage_Conversation_2_NPCStart_1,嘿，凭什么你能穿防辐射服？
QuestLoc_Sabotage_Conversation_2_NPCStart_2,老板让我们用放射性物质毒害人已经够糟了。
QuestLoc_Sabotage_Conversation_2_NPCStart_3,他至少该给我们提供足够的防护。
QuestLoc_Sabotage_Conversation_2_Team_1,也许我们该离开这个掠夺者帮派。
QuestLoc_Sabotage_Conversation_2_Team_2,他甚至没保护你们免受卧底破坏者的伤害。
QuestLoc_Sabotage_Conversation_2_Team_3,老板不在乎你们的健康。
QuestLoc_Sabotage_QuestLongDescription,我们从掠夺者基地取回的文件中发现了一些令人担忧的信息。他们似乎在附近的铀矿扎营，准备污染我们的水源。我们需要派人去阻止……当然，要偷偷地。
QuestLoc_Sabotage_QuestName,破坏！
QuestLoc_Sabotage_QuestObjective_1,阻止掠夺者污染水源。
QuestLoc_Sabotage_QuestShortDescription,挫败一场污染避难所水源的阴谋。
QuestLoc_SantasHelpers_Conversation_1_NPCEnd_1,好吧！“祝你圣诞快乐……祝你圣诞快乐……”
QuestLoc_SantasHelpers_Conversation_1_NPCEnd_2,呼！离开这里！
QuestLoc_SantasHelpers_Conversation_1_NPCStart_1,等等，你不是圣诞老人！
QuestLoc_SantasHelpers_Conversation_1_NPCStart_2,这真是史上最糟糕的圣诞节了！
QuestLoc_SantasHelpers_Conversation_1_Team_1,我们是圣诞老人的助手！来吧，请与我们一起唱圣诞歌！
QuestLoc_SantasHelpers_Conversation_1_Team_2,你知道吗，我们要告诉圣诞老人，把你加到淘气鬼名单里。
QuestLoc_SantasHelpers_Conversation_2_NPCEnd_1,我们相信肯定有圣诞老人！拿着这个，如果你见到他了，就把这个交给他！
QuestLoc_SantasHelpers_Conversation_2_NPCEnd_2,圣诞老人的助手都太小气了！离开避难所！
QuestLoc_SantasHelpers_Conversation_2_NPCStart_1,你们好，圣诞老人的助手们！我们避难所一直都是很乖的呢！
QuestLoc_SantasHelpers_Conversation_2_NPCStart_2,请告诉圣诞老人我们真的非常需要一些新的避难所服装！
QuestLoc_SantasHelpers_Conversation_2_NPCStart_3,哦，一些变潮了的薯条！
QuestLoc_SantasHelpers_Conversation_2_Team_1,圣诞老人要来了，但是你必须先相信他存在，这样他才会到来！
QuestLoc_SantasHelpers_Conversation_2_Team_2,别想了，你要上淘气鬼名单了。
QuestLoc_SantasHelpers_Conversation_3_NPCEnd_1,很好，拿着。
QuestLoc_SantasHelpers_Conversation_3_NPCEnd_2,“给你这个！”
QuestLoc_SantasHelpers_Conversation_3_NPCEnd_3,有钱能使鬼推磨
QuestLoc_SantasHelpers_Conversation_3_NPCEnd_4,真是慷慨！谢谢你们，圣诞老人的助手们！
QuestLoc_SantasHelpers_Conversation_3_NPCStart_1,我是尼古拉斯监督者，我的避难所永远欢迎你们！
QuestLoc_SantasHelpers_Conversation_3_NPCStart_2,圣诞老人一定会为你们骄傲的！
QuestLoc_SantasHelpers_Conversation_3_NPCStart_3,你配得上一些特别的报酬，我们该怎么报答你？
QuestLoc_SantasHelpers_Conversation_3_Team_1,我们想要避难所里最好的武器。
QuestLoc_SantasHelpers_Conversation_3_Team_2,这种时候当然是得穿新衣服啊。
QuestLoc_SantasHelpers_Conversation_3_Team_3,瓶盖，瓶盖最棒了。
QuestLoc_SantasHelpers_Conversation_3_Team_4,我们已经得到了对应的报酬了，不需要别的了！
QuestLoc_SantasHelpers_QuestLongDescription,圣诞老人失踪了，我们想要过圣诞节，就只能把他找回来！
QuestLoc_SantasHelpers_QuestName,圣诞老人的助手
QuestLoc_SantasHelpers_QuestObjective_1,与尼古拉斯监督者交谈。
QuestLoc_SantasHelpers_QuestObjective_2,与居民们交谈。
QuestLoc_SantasHelpers_QuestObjective_3,与居民们交谈。
QuestLoc_SantasHelpers_QuestShortDescription,庆祝圣诞节！
QuestLoc_SavingDaylight_Conversation_1_NPCEnd_1,你错了！别指望我们会揭露夏令时如何让我们生存！
QuestLoc_SavingDaylight_Conversation_1_NPCEnd_2,如果忏悔者在这儿而不是在楼上拿着引爆器，他会告诉你你错了！
QuestLoc_SavingDaylight_Conversation_1_NPCStart_1,是避难所居民！
QuestLoc_SavingDaylight_Conversation_1_NPCStart_2,尽管我们的保密工作堪称传奇，他们肯定还是知道了我们的计划。
QuestLoc_SavingDaylight_Conversation_1_NPCStart_3,在他们找到忏悔者阿尔瓦拉多之前杀了他们，他就在前面不远！
QuestLoc_SavingDaylight_Conversation_1_NPCStart_4,别让他们拿到炸弹！
QuestLoc_SavingDaylight_Conversation_1_Team_1,你们难道没意识到爆炸也会杀了你们吗？
QuestLoc_SavingDaylight_Conversation_1_Team_2,是啊，说到保密……你们干得可不怎么样！
QuestLoc_SavingDaylight_Conversation_2_NPCEnd_1,愿原子宽恕你的灵魂！
QuestLoc_SavingDaylight_Conversation_2_NPCEnd_2,没必要，我们都会被赦免——但你们不会！
QuestLoc_SavingDaylight_Conversation_2_NPCEnd_3,这……是个好问题。让我回头再回答你。
QuestLoc_SavingDaylight_Conversation_2_NPCStart_1,欢呼吧！E-Ster即将降临！
QuestLoc_SavingDaylight_Conversation_2_NPCStart_2,垂死的太阳将被崭新的太阳取代！
QuestLoc_SavingDaylight_Conversation_2_NPCStart_3,你将和其他罪人一起被冲刷殆尽。
QuestLoc_SavingDaylight_Conversation_2_Team_1,给你好好洗洗对你自己也没坏处……
QuestLoc_SavingDaylight_Conversation_2_Team_2,你愿意为原子牺牲自己吗？
QuestLoc_SavingDaylight_Conversation_2_Team_3,如果我们现在处于第五太阳，那之前的那些太阳发生了什么？
QuestLoc_SavingDaylight_Conversation_3_NPCEnd_1,闭嘴！你的话语对我无效！
QuestLoc_SavingDaylight_Conversation_3_NPCEnd_2,♪ 啦 啦 啦 啦 ♪ 我听不见你说什么！
QuestLoc_SavingDaylight_Conversation_3_NPCEnd_3,想得美！现在让我集中精力输入引爆代码……
QuestLoc_SavingDaylight_Conversation_3_NPCStart_1,啊，居民们！我们又见面了。你们觉得我的新造型怎么样？
QuestLoc_SavingDaylight_Conversation_3_NPCStart_2,过去的阿尔瓦拉多已成为历史。现在是一个全新的我，迎接全新的时代。
QuestLoc_SavingDaylight_Conversation_3_NPCStart_3,受祝福的夏令时会安全地将我们带到爆炸后的一小时未来。
QuestLoc_SavingDaylight_Conversation_3_NPCStart_4,你们将在火焰中消亡，而我们则会被送入新时代！
QuestLoc_SavingDaylight_Conversation_3_Team_1,我不觉得夏令时是这么运作的……
QuestLoc_SavingDaylight_Conversation_3_Team_2,你这个蠢货，你根本不会被送入未来，你也会死的！
QuestLoc_SavingDaylight_Conversation_3_Team_3,为什么不等到明天，看看太阳还在不在？
QuestLoc_SavingDaylight_QuestLongDescription,我们必须阻止阿尔瓦拉多忏悔者和原子神教引爆他们的2000万吨核装置，否则整个区域都会被蒸发！
QuestLoc_SavingDaylight_QuestName,拯救日光
QuestLoc_SavingDaylight_QuestObjective_1,阻止阿尔瓦拉多忏悔者的计划。
QuestLoc_SavingDaylight_QuestShortDescription,阻止原子神教炸毁这片区域！
QuestLoc_ScareTactics_Conversation_1_NPCEnd_1,我们会的，我发誓！拿着这个……这是我们拥有的全部了。
QuestLoc_ScareTactics_Conversation_1_NPCEnd_2,等等，什么？这不是幽灵……把他们抓住！
QuestLoc_ScareTactics_Conversation_1_NPCEnd_3,嗯？嘿！这只是一件衣服……把他们抓住！
QuestLoc_ScareTactics_Conversation_1_NPCEnd_4,万圣节……什么？嘿！这个幽灵是假的……把他们抓住！
QuestLoc_ScareTactics_Conversation_1_NPCStart_1,什么？！这地方真的闹鬼？
QuestLoc_ScareTactics_Conversation_1_NPCStart_2,我们把这个故事吹得天花乱坠，所以才能这么轻松地抢劫了这个避难所。
QuestLoc_ScareTactics_Conversation_1_NPCStart_3,我们很抱歉，别伤害我们！
QuestLoc_ScareTactics_Conversation_1_Team_1,呜~~~~！给我滚，永远~~~不准回来~~~！
QuestLoc_ScareTactics_Conversation_1_Team_2,不给糖果就使坏！
QuestLoc_ScareTactics_Conversation_1_Team_3,简直不敢相信，真的有用！
QuestLoc_ScareTactics_Conversation_1_Team_4,万圣节快乐！
QuestLoc_ScareTactics_QuestLongDescription,有了这件幽灵服装，就可以去31号避难所把那些掠夺者吓个半死了！
QuestLoc_ScareTactics_QuestName,恐吓战术
QuestLoc_ScareTactics_QuestObjective_1,在31号避难所恐吓那些掠夺者。
QuestLoc_ScareTactics_QuestShortDescription,在31号避难所恐吓那些掠夺者。
QuestLoc_ScienceCooperative_Conversation_1A_NPCEnd_1,为什么不走开，让我继续研究我的项目呢？
QuestLoc_ScienceCooperative_Conversation_1A_NPCEnd_2,事实上，没错！能见到别的科学家真是太好了！快来看看我一直在研究的东西！
QuestLoc_ScienceCooperative_Conversation_1A_NPCEnd_3,这就是废土为你提供的！一眼望去广阔无垠。
QuestLoc_ScienceCooperative_Conversation_1A_NPCStart_1,你们是从避难所来的研究员吗？太好了！
QuestLoc_ScienceCooperative_Conversation_1A_NPCStart_2,我们是废土激光协会的，入会有限制。
QuestLoc_ScienceCooperative_Conversation_1A_NPCStart_3,人手一发激光是我们的口号！
QuestLoc_ScienceCooperative_Conversation_1A_Team_1,替我们做些激光枪，呆子。
QuestLoc_ScienceCooperative_Conversation_1A_Team_2,太神奇了！你用氦氖来做激光的增益物质吗？
QuestLoc_ScienceCooperative_Conversation_1A_Team_3,这地方做激光研究真是太糟糕了。
QuestLoc_ScienceCooperative_Conversation_1B_NPCEnd_1,一切都是为了科学！不要介意，你只是没有明白而已，请原谅我的无礼。
QuestLoc_ScienceCooperative_Conversation_1B_NPCEnd_2,我知道了！调查一下我在研究的这个小物件！给你！
QuestLoc_ScienceCooperative_Conversation_1B_NPCEnd_3,这并不理想，但是也是相当大的进步了！抱歉，我得赶紧回去研究了。
QuestLoc_ScienceCooperative_Conversation_1B_NPCStart_1,嗨！欢迎来到我们的物理学俱乐部！
QuestLoc_ScienceCooperative_Conversation_1B_NPCStart_2,我们找些东西来打打看，看看会发生什么！这才是科学！
QuestLoc_ScienceCooperative_Conversation_1B_Team_1,那听上去更像是肆意破坏。
QuestLoc_ScienceCooperative_Conversation_1B_Team_2,物理学俱乐部？一群崇拜牛顿的家伙！
QuestLoc_ScienceCooperative_Conversation_1B_Team_3,这个地方用来做科研未必安全。
QuestLoc_ScienceCooperative_Conversation_1C_NPCEnd_1,真是粗鲁！我们没什么好说的了。
QuestLoc_ScienceCooperative_Conversation_1C_NPCEnd_2,就是这个了！我做了一些新的化合物，来看看吧！
QuestLoc_ScienceCooperative_Conversation_1C_NPCEnd_3,扯淡！科学可不是胆小鬼的游戏！现在，如果你可以……
QuestLoc_ScienceCooperative_Conversation_1C_NPCStart_1,万岁！是避难所的居民们！
QuestLoc_ScienceCooperative_Conversation_1C_NPCStart_2,我们是一些有理想的化学家，绝对完美的团队。
QuestLoc_ScienceCooperative_Conversation_1C_Team_1,化学就是艺术，艺术就是爆炸！
QuestLoc_ScienceCooperative_Conversation_1C_Team_2,化学家的团队？那可是炸弹啊！
QuestLoc_ScienceCooperative_Conversation_1C_Team_3,你们应该离开，这里太不安全了。
QuestLoc_ScienceCooperative_Conversation_1D_NPCEnd_1,你们怎么敢这样！这些人已经死了，但是他们不会被人们遗忘！现在，请别来烦我！
QuestLoc_ScienceCooperative_Conversation_1D_NPCEnd_2,终于有人能懂我了！这个你拿着！
QuestLoc_ScienceCooperative_Conversation_1D_NPCEnd_3,科学家从不等待，我必须继续，如果你不介意的话。
QuestLoc_ScienceCooperative_Conversation_1D_NPCStart_1,哦，没错！当地避难所已经派来了援助。
QuestLoc_ScienceCooperative_Conversation_1D_NPCStart_2,我们是废土的验尸官协会，我们负责把这里死去的人记录下来。
QuestLoc_ScienceCooperative_Conversation_1D_NPCStart_3,到目前为止，还处于说：“是的，他死了”的阶段。
QuestLoc_ScienceCooperative_Conversation_1D_Team_1,所以你说的话，意思就是你一点用都没有。
QuestLoc_ScienceCooperative_Conversation_1D_Team_2,你们在研究死者？那还真是棒呢！
QuestLoc_ScienceCooperative_Conversation_1D_Team_3,废土太危险了，没有时间让你们研究尸体。
QuestLoc_ScienceCooperative_Conversation_1E_NPCEnd_1,那是什么态度？你们能不能别来碍事？
QuestLoc_ScienceCooperative_Conversation_1E_NPCEnd_2,万岁！感谢你们能理解我们的工作，拿着吧，这只是我们小小的心意。
QuestLoc_ScienceCooperative_Conversation_1E_NPCEnd_3,这可不是园艺，这是科学！别介意，让我自个儿干活吧。
QuestLoc_ScienceCooperative_Conversation_1E_NPCStart_1,是避难所的居民们！真是太谢谢你们了。
QuestLoc_ScienceCooperative_Conversation_1E_NPCStart_2,我们是植物学家协会，我们的工作就是想尽一切办法照顾好花花草草！
QuestLoc_ScienceCooperative_Conversation_1E_Team_1,花花草草在废土一点用都没有，只有力量才能统治废土！
QuestLoc_ScienceCooperative_Conversation_1E_Team_2,希望你们能种出美丽的水仙花和玫瑰！
QuestLoc_ScienceCooperative_Conversation_1E_Team_3,无意冒犯，但是在这里种花可不是什么明智的行为。
QuestLoc_ScienceCooperative_Conversation_2A_NPCEnd_1,哦不，确实一点用都没有！感谢你的建议，不过抱歉，我得考虑一下。
QuestLoc_ScienceCooperative_Conversation_2A_NPCEnd_2,当然！这是我现在能做到的一切了！拿着，这是谢礼！
QuestLoc_ScienceCooperative_Conversation_2A_NPCEnd_3,活体激光？我想这种科技对于目前来说还是太过先进了一点。哦……
QuestLoc_ScienceCooperative_Conversation_2A_NPCStart_1,哦，太好了，避难所的居民们来了！我需要你们避难所科技的专业知识！
QuestLoc_ScienceCooperative_Conversation_2A_NPCStart_2,告诉我，目前来说，做激光手术用什么技术最好？
QuestLoc_ScienceCooperative_Conversation_2A_Team_1,我们更加喜欢能够把人点着的。
QuestLoc_ScienceCooperative_Conversation_2A_Team_2,使用粒子加速器，这肯定很棒！
QuestLoc_ScienceCooperative_Conversation_2A_Team_3,说真的，我们不知道，你想怎么做就怎么做吧。
QuestLoc_ScienceCooperative_Conversation_2B_NPCEnd_1,呃，好吧，我会继续我的研究的。不过现在，请你们离开吧。
QuestLoc_ScienceCooperative_Conversation_2B_NPCEnd_2,等等，不行吗？当然！我觉得……呃，这些请你们收下！
QuestLoc_ScienceCooperative_Conversation_2B_NPCEnd_3,呃，好吧，我会继续我的研究的。不过现在，请你们离开吧。
QuestLoc_ScienceCooperative_Conversation_2B_NPCStart_1,哦，太好了，居民们来了。我需要你们的帮助来解决这个麻烦的科学问题。
QuestLoc_ScienceCooperative_Conversation_2B_NPCStart_2,我一直在研究这本关于化学元素的旧书。
QuestLoc_ScienceCooperative_Conversation_2B_NPCStart_3,上面说道铅的密度比铁大，但是一磅重的铅和一磅重的铁竟然是一样重的！
QuestLoc_ScienceCooperative_Conversation_2B_NPCStart_4,怎么会这样呢？
QuestLoc_ScienceCooperative_Conversation_2B_Team_1,你才是科学家，自己想去！
QuestLoc_ScienceCooperative_Conversation_2B_Team_2,密度跟重量没什么关系。
QuestLoc_ScienceCooperative_Conversation_2B_Team_3,我们不知道，也不想知道。
QuestLoc_ScienceCooperative_Conversation_2C_NPCEnd_1,我需要的不是你的拒绝！走开走开！我要工作了！
QuestLoc_ScienceCooperative_Conversation_2C_NPCEnd_2,什么？哦！这很明显嘛！请收下这个，作为谢礼。
QuestLoc_ScienceCooperative_Conversation_2C_NPCEnd_3,真是无礼，好吧，那就别来烦我了。
QuestLoc_ScienceCooperative_Conversation_2C_NPCStart_1,太棒了，避难所的研究员们到了！
QuestLoc_ScienceCooperative_Conversation_2C_NPCStart_2,我一直在研究关于沸水的事情。
QuestLoc_ScienceCooperative_Conversation_2C_NPCStart_3,但是水在沸腾了之后会消失！为什么会这样呢？物质是不可能被摧毁的啊。
QuestLoc_ScienceCooperative_Conversation_2C_Team_1,那就是你在研究的东西？沸水能帮让人们什么忙吗？
QuestLoc_ScienceCooperative_Conversation_2C_Team_2,水并没有被摧毁，只是变成了水蒸气。
QuestLoc_ScienceCooperative_Conversation_2C_Team_3,也许它只是不想对着你这张愚蠢的脸吧。
QuestLoc_ScienceCooperative_Conversation_2D_NPCEnd_1,如果你接受不了科学，那么就请你从实验室里滚出去！
QuestLoc_ScienceCooperative_Conversation_2D_NPCEnd_2,真是有趣的理论！谢谢你，这些请你收下。
QuestLoc_ScienceCooperative_Conversation_2D_NPCEnd_3,你是在说自己是……食人族吗？呃……也许你应该从这里滚出去。
QuestLoc_ScienceCooperative_Conversation_2D_NPCStart_1,我恐怕你们太迟了，避难所的居民们，我的病人已经死了……
QuestLoc_ScienceCooperative_Conversation_2D_NPCStart_2,开玩笑的！他早就死了！说真的，味道不怎么好闻……
QuestLoc_ScienceCooperative_Conversation_2D_NPCStart_3,我不懂为什么人活着的时候味道不会那么难闻？
QuestLoc_ScienceCooperative_Conversation_2D_Team_1,这是我听过最令人恶心的话题了。
QuestLoc_ScienceCooperative_Conversation_2D_Team_2,好吧，有一个原因是因为死人的身体不会再去抵抗细菌和真菌。
QuestLoc_ScienceCooperative_Conversation_2D_Team_3,如果你觉得味道很难闻，你就更加不会想去尝了。
QuestLoc_ScienceCooperative_Conversation_2E_NPCEnd_1,呃，好吧，我还是自己想吧……
QuestLoc_ScienceCooperative_Conversation_2E_NPCEnd_2,太神奇了！我得把这些记下来，这些你拿着，就当是谢礼！
QuestLoc_ScienceCooperative_Conversation_2E_NPCEnd_3,那……可不是我想要知道的事情，好吧，我还是自己想吧。
QuestLoc_ScienceCooperative_Conversation_2E_NPCStart_1,你们来得正好，我遇到了一个有趣的难题。
QuestLoc_ScienceCooperative_Conversation_2E_NPCStart_2,植物需要光才能生长，但是蘑菇却不需要！它们在完全黑暗的环境下也一样能够生长。
QuestLoc_ScienceCooperative_Conversation_2E_NPCStart_3,但是为什么呢？活着的生物不是都需要光吗？
QuestLoc_ScienceCooperative_Conversation_2E_Team_1,你需要的光是我们伟大的光辉！
QuestLoc_ScienceCooperative_Conversation_2E_Team_2,植物进行光合作用才需要光，但是蘑菇不需要通过这些。
QuestLoc_ScienceCooperative_Conversation_2E_Team_3,光不光的我们不知道，我们只知道活着的东西可以烧就对了。
QuestLoc_ScienceCooperative_QuestLongDescription,一队科学家请求我们的帮助，他们正处于废土的危险地带。
QuestLoc_ScienceCooperative_QuestName,科学合作！
QuestLoc_ScienceCooperative_QuestObjective_1,与科学家们谈谈。
QuestLoc_ScienceCooperative_QuestObjective_2,与科学家们谈谈。
QuestLoc_ScienceCooperative_QuestShortDescription,与科学家们谈谈。
QuestLoc_ScientificProgress_Conversation_1_NPCEnd_1,我们走着瞧！
QuestLoc_ScientificProgress_Conversation_1_NPCEnd_2,你们别想从我这里得到任何东西！
QuestLoc_ScientificProgress_Conversation_1_NPCEnd_3,好吧好吧，我表示尊重，但是我还是要杀了你！
QuestLoc_ScientificProgress_Conversation_1_NPCEnd_4,好吧，你们可以全身而退了！
QuestLoc_ScientificProgress_Conversation_1_NPCStart_1,你为什么要这么做？我们什么都没干啊！
QuestLoc_ScientificProgress_Conversation_1_Team_1,如果没有你，未来要好得多！
QuestLoc_ScientificProgress_Conversation_1_Team_2,把你的衣服、靴子还有摩托车交出来……
QuestLoc_ScientificProgress_Conversation_1_Team_3,我们……很无聊吗？
QuestLoc_ScientificProgress_Conversation_1_Team_4,我们暂时休战！
QuestLoc_ScientificProgress_QuestLongDescription,高科技科研需要牺牲大量的精力和物资，甚至是人。所以，以科学之名牺牲掉一些掠夺者吧，顺便夺取他们的物资！
QuestLoc_ScientificProgress_QuestName,科学进步
QuestLoc_ScientificProgress_QuestObjective_1,探索大楼。
QuestLoc_ScientificProgress_QuestObjective_2,杀死掠夺者Boss。
QuestLoc_ScientificProgress_QuestShortDescription,别挡着科学的步伐！
QuestLoc_ScientificProgress_RaiderLine_1,哦不！是学院！
QuestLoc_ScientificProgress_RaiderLine_2,“人类，重新定义”见鬼去吧，混蛋们！
QuestLoc_SecondStringers_Conversation_1_NPCEnd_1,这是一场竞赛，最卑鄙的人将会获得胜利，而我，就是那个最卑鄙的人！
QuestLoc_SecondStringers_Conversation_1_NPCEnd_2,他是一个超级大Boss，有能力竞争超级杯的人，就像我一样！
QuestLoc_SecondStringers_Conversation_1_NPCStart_1,你太迟了！我已经把那个居民派过去了！
QuestLoc_SecondStringers_Conversation_1_NPCStart_2,他们会是我们的新拉拉队员，嘿嘿。
QuestLoc_SecondStringers_Conversation_1_NPCStart_3,我对今年的超级杯势在必得！
QuestLoc_SecondStringers_Conversation_1_Team_1,超级杯是什么？
QuestLoc_SecondStringers_Conversation_1_Team_2,科米什是什么？
QuestLoc_SecondStringers_QuestLongDescription,一群掠夺者抓了一个居民做认知，请前去营救，顺便调查一下那个神秘的超级杯！
QuestLoc_SecondStringers_QuestName,一石二鸟
QuestLoc_SecondStringers_QuestObjective_1,确定人质的位置。
QuestLoc_SecondStringers_QuestObjective_2,了解超级杯
QuestLoc_SecondStringers_QuestShortDescription,确定人质的位置。
QuestLoc_SecondStringers_RaiderLine_1,打败他们！
QuestLoc_SecondStringers_RaiderLine_2,你要进伤病名单了！
QuestLoc_SecretAgentPerson_QuestlineName,秘密特工
QuestLoc_SecretWeaponTest_Conversation_1_NPCEnd_1,好吧，那我们直接抢走就是了！
QuestLoc_SecretWeaponTest_Conversation_1_NPCEnd_2,如果我说不呢？
QuestLoc_SecretWeaponTest_Conversation_1_NPCEnd_3,那你的处境可不太妙了，因为我们全都看见你了。
QuestLoc_SecretWeaponTest_Conversation_1_NPCStart_1,伙计，你那武器挺花哨啊。
QuestLoc_SecretWeaponTest_Conversation_1_NPCStart_2,这样吧。把武器给我们，我们就饶你一命。
QuestLoc_SecretWeaponTest_Conversation_1_Team_1,抱歉，我做不到。
QuestLoc_SecretWeaponTest_Conversation_1_Team_2,要不我杀了你，然后我们就当什么都没发生过？
QuestLoc_SecretWeaponTest_Conversation_1_Team_3,我的命令很明确：不留活口。
QuestLoc_SecretWeaponTest_QuestLongDescription,从掠夺者基地取回的文件中有一份新武器的蓝图。我们的工程师已经造好了它，但现在我们需要在实地测试武器的性能。确保没有人看到你并活着说出去。
QuestLoc_SecretWeaponTest_QuestName,秘密武器测试
QuestLoc_SecretWeaponTest_QuestObjective_1,在敌人身上测试垃圾喷射器。
QuestLoc_SecretWeaponTest_QuestShortDescription,测试根据回收蓝图制作的武器。
QuestLoc_SecretWeaponTest_RaiderLine_1,来看看这小家伙能做什么！
QuestLoc_SecretWeaponTest_RaiderLine_2,跟我的大块头朋友打个招呼吧！
QuestLoc_SecretWeaponTest_RaiderLine_3,有垃圾吗？这里还有更多！
QuestLoc_SetEmUpFamine_Conversation_1_NPCEnd_1,别管那个！现在是吃饭时间！
QuestLoc_SetEmUpFamine_Conversation_1_NPCStart_1,你们这些害虫为什么来到这个饥饿的堡垒？
QuestLoc_SetEmUpFamine_Conversation_1_NPCStart_2,你只会找到病弱、憔悴的空壳，对他们来说你就是崇高的救星。
QuestLoc_SetEmUpFamine_Conversation_1_NPCStart_3,可悲的生物，它们的心理构造精妙的诡计来逃避现实。
QuestLoc_SetEmUpFamine_Conversation_1_NPCStart_4,例如，我……变成……一本……活字典？（神情困惑。）
QuestLoc_SetEmUpFamine_Conversation_1_Team_1,我们不想打架。我们只是要给饥饿帮的首领们带个口信。
QuestLoc_SetEmUpFamine_Conversation_2_NPCEnd_1,别放弃！你们是唯一还能对抗天启骑士的人了！
QuestLoc_SetEmUpFamine_Conversation_2_NPCStart_1,嗨！是我，德鲁西拉，避难所科技档案馆的档案员。
QuestLoc_SetEmUpFamine_Conversation_2_NPCStart_2,我觉得我可以安全地过来看看这里在吵什么。
QuestLoc_SetEmUpFamine_Conversation_2_NPCStart_3,这些饥饿帮真是死脑筋。不过说起来，我自己也有点饿了……
QuestLoc_SetEmUpFamine_Conversation_2_NPCStart_4,你们最后找到死亡的山洞了吗？
QuestLoc_SetEmUpFamine_Conversation_2_Team_1,没有，它可能在任何地方。与此同时，144号避难所还在忙着想办法唤醒死亡。
QuestLoc_SetEmUpFamine_Conversation_3_NPCEnd_1,哦，他会搞定的，而且他会吃掉*所有*食物！
QuestLoc_SetEmUpFamine_Conversation_3_NPCStart_1,饭前讲个故事如何？
QuestLoc_SetEmUpFamine_Conversation_3_NPCStart_2,“将害虫与罗勒、大蒜、帕尔马干酪、橄榄油和松子混合。”
QuestLoc_SetEmUpFamine_Conversation_3_NPCStart_3,“搅拌成细腻的糊状。根据口味调味。”
QuestLoc_SetEmUpFamine_Conversation_3_NPCStart_4,瞧！害虫酱！
QuestLoc_SetEmUpFamine_Conversation_3_Team_1,等等！瘟疫很快就要在226号避难所与战争对决。饥荒能赶来赴宴吗？
QuestLoc_SetEmUpFamine_QuestLongDescription,害虫们将把瘟疫带到226号避难所，战争也必然会随之而来。如果我们也能把饥荒引过去，那么天启骑士和他们的信徒们或许会互相残杀！我们需要伪装成害虫，与饥饿部落的非狂暴领袖交谈。
QuestLoc_SetEmUpFamine_QuestName,设局：饥荒
QuestLoc_SetEmUpFamine_QuestObjective_1,让饥饿部落将饥荒引向226号避难所。
QuestLoc_SetEmUpFamine_QuestObjective_2,与德鲁西拉交谈。
QuestLoc_SetEmUpFamine_QuestShortDescription,将饥荒引诱至废弃的226号避难所。
QuestLoc_SetEmUpFamine_RaiderLine_1,让我们的饥饿吞噬你！
QuestLoc_SetEmUpFamine_RaiderLine_2,你们这些害虫全是红肉！
QuestLoc_SetEmUpFamine_RaiderLine_3,饥荒会怎么做？当然是吃掉你！
QuestLoc_SetEmUpFamine_RaiderLine_4,让我们结束这场饥饿抗议！
QuestLoc_SetEmUpPestilence_Conversation_1_NPCEnd_1,也好。我实际上没有客厅。
QuestLoc_SetEmUpPestilence_Conversation_1_NPCStart_1,你们这些战争崇拜者不应该来这里。
QuestLoc_SetEmUpPestilence_Conversation_1_NPCStart_2,但在我们杀你之前，我有一个问题。
QuestLoc_SetEmUpPestilence_Conversation_1_NPCStart_3,你愿意走进我的客厅吗？
QuestLoc_SetEmUpPestilence_Conversation_1_Team_1,其实我们已经在这儿了，而且我们给负责人带了个口信。
QuestLoc_SetEmUpPestilence_Conversation_2_NPCStart_1,你必须帮我！我曾为《每周博览》做卧底，但他们发现了我。
QuestLoc_SetEmUpPestilence_Conversation_2_NPCStart_2,他们给我下了...不，赐予了我...瘟疫的...辐射...
QuestLoc_SetEmUpPestilence_Conversation_2_NPCStart_3,我无法...清醒思考...赞美...赞美...赞美被辐射者！
QuestLoc_SetEmUpPestilence_Conversation_2_NPCStart_4,我...不配...不！我现在已经值得了！
QuestLoc_SetEmUpPestilence_Conversation_2_Team_1,呃...鹰？
QuestLoc_SetEmUpPestilence_Conversation_3_NPCEnd_1,我们无所谓。瘟疫会在那里开始清除...天启骑士中的败类！
QuestLoc_SetEmUpPestilence_Conversation_3_NPCStart_1,我们只想把瘟疫的荣光传遍整个废土。
QuestLoc_SetEmUpPestilence_Conversation_3_NPCStart_2,这要求真的过分吗？
QuestLoc_SetEmUpPestilence_Conversation_3_NPCStart_3,那么看在瘟疫的份上，能*请你*放过我们吗？
QuestLoc_SetEmUpPestilence_Conversation_3_Team_1,当然，但战争（愿他永生）向瘟疫下了战书。一对一在避难所226。
